customer_id,first_name,last_name,email,phone,registration_date,loyalty_points,status
CUST6398,Michael,Johnson,user9731@example.com,+1-555-301-3635,2025-11-23T15:48:36.275957,4669,suspended
CUST9594,Sarah,Jones,user5502@example.com,+1-555-147-7983,2024-11-25T15:48:36.275960,4197,active
CUST2108,Jane,Williams,user8955@example.com,+1-555-213-4798,2024-02-11T15:48:36.275963,8481,inactive
CUST6458,Emily,Brown,user8591@example.com,+1-555-532-8721,2024-02-23T15:48:36.275966,2813,inactive
CUST6047,John,Smith,user1173@example.com,+1-555-723-4047,2025-11-30T15:48:36.275969,4221,active
CUST1163,Robert,Davis,user5924@example.com,+1-555-860-7811,2024-04-30T15:48:36.275973,3058,active
CUST3220,Lisa,Davis,user9471@example.com,+1-555-831-3048,2025-05-30T15:48:36.275976,1679,inactive
CUST8301,Michael,Smith,user1585@example.com,+1-555-965-6767,2025-11-02T15:48:36.275979,5276,suspended
CUST4495,John,Davis,user1643@example.com,+1-555-943-7191,2024-04-09T15:48:36.275982,1657,active
CUST1296,Sarah,Miller,user3002@example.com,+1-555-256-8052,2024-06-18T15:48:36.275985,4509,suspended
CUST8296,Michael,Williams,user8143@example.com,+1-555-595-5628,2024-10-17T15:48:36.275988,9728,active
CUST5837,Michael,Jones,user4754@example.com,+1-555-174-9062,2024-07-18T15:48:36.275991,3959,inactive
CUST1792,Robert,Davis,user4472@example.com,+1-555-532-1995,2024-07-20T15:48:36.275994,8100,active
CUST6676,Emily,Davis,user5364@example.com,+1-555-781-3611,2024-09-17T15:48:36.275997,7691,suspended
CUST4791,John,Garcia,user7594@example.com,+1-555-136-9901,2024-03-11T15:48:36.275999,2463,inactive
CUST9500,John,Garcia,user9457@example.com,+1-555-506-1074,2024-09-12T15:48:36.276002,6420,suspended
CUST5124,David,Johnson,user3182@example.com,+1-555-314-8808,2025-07-24T15:48:36.276005,9220,inactive
CUST8132,Michael,Miller,user8385@example.com,+1-555-373-9365,2024-08-10T15:48:36.276008,6171,suspended
CUST4671,Michael,Johnson,user1863@example.com,+1-555-340-9691,2024-12-04T15:48:36.276011,1985,suspended
CUST3876,Michael,Brown,user1970@example.com,+1-555-282-9950,2024-12-22T15:48:36.276014,7194,suspended
CUST4358,David,Johnson,user9507@example.com,+1-555-695-4535,2025-04-14T15:48:36.276017,5157,suspended
CUST8872,John,Johnson,user7500@example.com,+1-555-447-3592,2025-06-10T15:48:36.276020,4614,inactive
CUST4431,Michael,Garcia,user2425@example.com,+1-555-507-9282,2024-07-02T15:48:36.276023,5120,suspended
CUST5716,Sarah,Johnson,user9078@example.com,+1-555-327-4305,2024-07-16T15:48:36.276026,6108,suspended
CUST1745,John,Garcia,user7907@example.com,+1-555-312-6511,2026-01-04T15:48:36.276029,3993,active
CUST9630,Michael,Williams,user3956@example.com,+1-555-811-9273,2024-06-26T15:48:36.276032,4079,active
CUST6433,Jane,Miller,user5766@example.com,+1-555-518-5697,2025-02-22T15:48:36.276035,7405,suspended
CUST8188,Robert,Jones,user253@example.com,+1-555-856-7684,2025-01-05T15:48:36.276038,5157,inactive
CUST5560,David,Brown,user5271@example.com,+1-555-450-3036,2024-04-24T15:48:36.276041,76,inactive
CUST7217,Emily,Johnson,user8911@example.com,+1-555-747-7160,2025-07-11T15:48:36.276044,4170,suspended
CUST5736,Michael,Brown,user3031@example.com,+1-555-845-1992,2026-01-27T15:48:36.276047,9437,active
CUST9967,John,Miller,user993@example.com,+1-555-882-9488,2025-06-09T15:48:36.276050,7183,inactive
CUST8627,David,Davis,user8998@example.com,+1-555-687-5325,2024-04-29T15:48:36.276053,4762,active
CUST5742,Robert,Williams,user2715@example.com,+1-555-888-8012,2025-03-18T15:48:36.276056,4361,inactive
CUST8302,Lisa,Brown,user86@example.com,+1-555-371-5104,2025-12-23T15:48:36.276059,5883,suspended
CUST7734,Lisa,Jones,user7833@example.com,+1-555-451-6858,2025-02-16T15:48:36.276062,3739,active
CUST1734,Lisa,Smith,user3532@example.com,+1-555-779-7851,2024-02-22T15:48:36.276065,3715,active
CUST3739,Lisa,Smith,user6560@example.com,+1-555-572-4413,2025-02-22T15:48:36.276068,6314,inactive
CUST8669,Robert,Garcia,user8750@example.com,+1-555-586-1496,2025-02-12T15:48:36.276071,9470,active
CUST9659,Robert,Johnson,user2071@example.com,+1-555-698-9214,2024-12-10T15:48:36.276074,6301,inactive
CUST6156,Robert,Brown,user1880@example.com,+1-555-192-7902,2024-05-26T15:48:36.276078,6380,active
CUST5215,Lisa,Davis,user5155@example.com,+1-555-849-6412,2024-08-05T15:48:36.276081,3613,active
CUST7966,Michael,Davis,user7882@example.com,+1-555-427-9582,2024-03-24T15:48:36.276084,3301,suspended
CUST9004,Emily,Smith,user2435@example.com,+1-555-521-3097,2025-05-10T15:48:36.276087,3353,active
CUST1527,David,Brown,user3949@example.com,+1-555-802-4734,2024-03-13T15:48:36.276090,2041,suspended
CUST7092,David,Johnson,user6388@example.com,+1-555-306-9163,2025-01-23T15:48:36.276093,2620,active
CUST8859,John,Smith,user15@example.com,+1-555-403-5038,2025-08-05T15:48:36.276096,3820,active
CUST7394,Robert,Garcia,user9931@example.com,+1-555-316-6898,2024-08-19T15:48:36.276099,62,suspended
CUST1880,Michael,Garcia,user7856@example.com,+1-555-200-4044,2024-05-06T15:48:36.276103,680,inactive
CUST2408,Jane,Johnson,user3188@example.com,+1-555-979-6292,2025-07-12T15:48:36.276106,1183,inactive
CUST5861,Robert,Miller,user6435@example.com,+1-555-334-7220,2025-08-06T15:48:36.276109,3828,suspended
CUST4646,Lisa,Garcia,user571@example.com,+1-555-815-7968,2024-09-10T15:48:36.276112,4049,active
CUST9119,David,Miller,user575@example.com,+1-555-635-2399,2025-11-12T15:48:36.276115,6084,suspended
CUST9015,Jane,Brown,user7523@example.com,+1-555-271-5366,2025-01-06T15:48:36.276118,8158,suspended
CUST3555,John,Johnson,user1527@example.com,+1-555-679-6874,2024-09-30T15:48:36.276121,809,active
CUST5952,Sarah,Smith,user9993@example.com,+1-555-867-3483,2025-03-27T15:48:36.276124,4729,suspended
CUST4074,Sarah,Jones,user3795@example.com,+1-555-584-1314,2025-05-22T15:48:36.276127,1624,inactive
CUST7667,Jane,Brown,user5710@example.com,+1-555-640-2728,2024-08-31T15:48:36.276130,1346,inactive
CUST8298,Sarah,Jones,user5625@example.com,+1-555-972-9287,2024-04-04T15:48:36.276133,867,inactive
CUST5630,David,Jones,user2724@example.com,+1-555-961-8399,2025-01-27T15:48:36.276136,32,suspended
CUST5992,John,Johnson,user8764@example.com,+1-555-466-2587,2024-02-11T15:48:36.276139,3068,active
CUST3677,Robert,Miller,user1205@example.com,+1-555-623-5730,2024-12-16T15:48:36.276142,4475,suspended
CUST5200,Emily,Jones,user6718@example.com,+1-555-659-5116,2024-06-17T15:48:36.276145,2042,suspended
CUST4327,Michael,Davis,user9306@example.com,+1-555-208-2380,2024-09-05T15:48:36.276148,8948,suspended
CUST3030,John,Smith,user2418@example.com,+1-555-883-9889,2025-10-16T15:48:36.276151,1528,suspended
CUST5005,Jane,Miller,user2900@example.com,+1-555-391-7689,2025-11-10T15:48:36.276154,2658,suspended
CUST9427,Robert,Smith,user6003@example.com,+1-555-807-7485,2025-08-14T15:48:36.276157,4337,inactive
CUST6144,Lisa,Garcia,user4790@example.com,+1-555-856-8677,2024-09-16T15:48:36.276160,3105,inactive
CUST3644,Emily,Miller,user3816@example.com,+1-555-244-2034,2026-01-14T15:48:36.276163,2114,active
CUST1377,Robert,Garcia,user2357@example.com,+1-555-976-4705,2024-07-07T15:48:36.276166,1649,suspended
CUST3718,Emily,Brown,user2622@example.com,+1-555-725-6336,2025-11-08T15:48:36.276169,8647,suspended
CUST8094,Jane,Jones,user7456@example.com,+1-555-870-7399,2025-11-07T15:48:36.276172,298,inactive
CUST3508,Jane,Smith,user9541@example.com,+1-555-977-2738,2024-02-02T15:48:36.276176,2829,active
CUST1598,David,Brown,user172@example.com,+1-555-128-2193,2025-05-06T15:48:36.276179,9870,active
CUST3391,Jane,Brown,user3257@example.com,+1-555-427-5020,2025-07-23T15:48:36.276182,9458,inactive
CUST1250,Sarah,Johnson,user1282@example.com,+1-555-414-9988,2024-02-29T15:48:36.276185,3890,active
CUST9415,David,Miller,user4652@example.com,+1-555-331-1138,2025-08-17T15:48:36.276188,4470,suspended
CUST7168,John,Jones,user8195@example.com,+1-555-765-9266,2025-12-26T15:48:36.276191,8698,active
CUST6633,Lisa,Garcia,user1835@example.com,+1-555-818-6091,2025-03-27T15:48:36.276194,591,inactive
CUST7112,Michael,Johnson,user614@example.com,+1-555-151-6893,2025-11-03T15:48:36.276197,2983,suspended
CUST9333,Sarah,Johnson,user1316@example.com,+1-555-673-2403,2025-06-04T15:48:36.276199,307,inactive
CUST3224,David,Brown,user8832@example.com,+1-555-722-6572,2024-08-21T15:48:36.276203,6178,inactive
CUST5794,Lisa,Jones,user8868@example.com,+1-555-401-7069,2025-07-15T15:48:36.276206,2267,active
CUST9765,Lisa,Davis,user4697@example.com,+1-555-340-1655,2025-03-26T15:48:36.276208,4432,suspended
CUST2422,Michael,Davis,user1130@example.com,+1-555-259-1270,2024-06-13T15:48:36.276211,8117,active
CUST8807,David,Johnson,user2754@example.com,+1-555-371-8753,2024-04-03T15:48:36.276214,9435,suspended
CUST2395,Jane,Smith,user3158@example.com,+1-555-667-5998,2024-06-06T15:48:36.276218,8263,inactive
CUST1054,Lisa,Smith,user8015@example.com,+1-555-738-9942,2024-07-18T15:48:36.276220,7139,active
CUST8342,John,Williams,user5475@example.com,+1-555-904-4752,2024-11-03T15:48:36.276223,6368,suspended
CUST9004,Lisa,Davis,user5113@example.com,+1-555-690-8857,2025-03-29T15:48:36.276226,2762,suspended
CUST1905,Emily,Smith,user3183@example.com,+1-555-253-7521,2024-02-17T15:48:36.276229,7793,active
CUST1786,Emily,Williams,user6070@example.com,+1-555-104-5057,2026-01-19T15:48:36.276232,8585,inactive
CUST3501,Emily,Miller,user9002@example.com,+1-555-482-9916,2024-08-12T15:48:36.276236,1784,suspended
CUST8790,Lisa,Williams,user10@example.com,+1-555-580-6722,2025-01-07T15:48:36.276239,4293,suspended
CUST6468,John,Smith,user3954@example.com,+1-555-751-3439,2024-09-05T15:48:36.276242,632,inactive
CUST4289,Michael,Johnson,user3692@example.com,+1-555-791-7557,2024-11-19T15:48:36.276245,2163,inactive
CUST1169,David,Miller,user9095@example.com,+1-555-284-5620,2024-12-10T15:48:36.276248,7816,active
CUST5013,Emily,Jones,user5161@example.com,+1-555-230-9375,2024-05-30T15:48:36.276251,2532,inactive
CUST9465,Lisa,Johnson,user6299@example.com,+1-555-200-4684,2024-09-10T15:48:36.276254,6401,active
CUST3174,Lisa,Williams,user4396@example.com,+1-555-787-9892,2024-02-21T15:48:36.276257,8356,inactive
CUST4488,Robert,Johnson,user9313@example.com,+1-555-208-6042,2025-08-24T15:48:36.276260,6561,inactive
CUST6540,David,Johnson,user266@example.com,+1-555-495-2442,2025-07-11T15:48:36.276263,3392,inactive
CUST2505,David,Miller,user9311@example.com,+1-555-586-6384,2024-04-11T15:48:36.276266,5464,inactive
CUST9780,Robert,Davis,user6796@example.com,+1-555-719-2734,2024-06-17T15:48:36.276269,3912,active
CUST6548,Sarah,Jones,user4412@example.com,+1-555-792-6611,2024-01-31T15:48:36.276272,1200,active
CUST3443,Michael,Jones,user5572@example.com,+1-555-814-2856,2025-05-03T15:48:36.276275,7726,inactive
CUST7440,Jane,Garcia,user5407@example.com,+1-555-454-9158,2024-11-01T15:48:36.276278,6457,suspended
CUST2889,Robert,Davis,user8971@example.com,+1-555-283-3609,2024-03-26T15:48:36.276281,362,suspended
CUST2396,Sarah,Davis,user2256@example.com,+1-555-451-4283,2024-05-10T15:48:36.276284,2154,inactive
CUST9060,Emily,Johnson,user9294@example.com,+1-555-485-3818,2024-10-09T15:48:36.276287,7704,inactive
CUST1151,Michael,Garcia,user4966@example.com,+1-555-469-1627,2024-07-11T15:48:36.276290,9782,active
CUST3311,David,Smith,user4917@example.com,+1-555-684-3178,2024-07-03T15:48:36.276293,6152,suspended
CUST8161,Lisa,Davis,user9544@example.com,+1-555-995-1540,2024-10-19T15:48:36.276296,4944,inactive
CUST5746,Lisa,Johnson,user9315@example.com,+1-555-313-9513,2024-05-19T15:48:36.276298,8581,suspended
CUST2803,John,Garcia,user596@example.com,+1-555-287-8128,2026-01-05T15:48:36.276301,809,active
CUST3793,Michael,Jones,user5005@example.com,+1-555-708-8455,2025-02-05T15:48:36.276304,5451,active
CUST5621,Sarah,Miller,user3197@example.com,+1-555-268-3882,2025-09-23T15:48:36.276308,3055,active
CUST8936,Lisa,Miller,user6908@example.com,+1-555-380-4769,2025-01-19T15:48:36.276311,4691,suspended
CUST9507,Sarah,Jones,user5959@example.com,+1-555-239-6452,2025-10-12T15:48:36.276314,3563,active
CUST5271,Lisa,Williams,user2802@example.com,+1-555-648-2794,2025-04-27T15:48:36.276317,8598,active
CUST8184,Lisa,Garcia,user4097@example.com,+1-555-857-7320,2024-11-24T15:48:36.276320,9317,suspended
CUST5337,Robert,Brown,user460@example.com,+1-555-347-4698,2024-02-18T15:48:36.276323,1582,active
CUST1504,John,Garcia,user7424@example.com,+1-555-794-3961,2025-08-12T15:48:36.276325,9577,active
CUST9108,Robert,Jones,user8823@example.com,+1-555-681-1715,2026-01-10T15:48:36.276328,6213,inactive
CUST9590,Robert,Jones,user8327@example.com,+1-555-175-1620,2025-08-28T15:48:36.276331,8647,active
CUST8371,Robert,Williams,user3168@example.com,+1-555-155-7850,2025-02-23T15:48:36.276334,6110,active
CUST3983,Jane,Johnson,user4339@example.com,+1-555-640-8974,2024-07-16T15:48:36.276337,3166,suspended
CUST7560,David,Miller,user8069@example.com,+1-555-514-6727,2024-06-28T15:48:36.276340,5364,active
CUST3411,Emily,Garcia,user1618@example.com,+1-555-935-1907,2024-05-14T15:48:36.276343,3512,active
CUST9510,Michael,Brown,user5425@example.com,+1-555-597-6013,2024-12-03T15:48:36.276346,4323,active
CUST5342,David,Brown,user5541@example.com,+1-555-740-6492,2024-02-12T15:48:36.276349,5183,suspended
CUST7986,Michael,Davis,user8706@example.com,+1-555-464-4762,2024-04-27T15:48:36.276351,5588,suspended
CUST8353,John,Jones,user1444@example.com,+1-555-850-1668,2025-10-23T15:48:36.276354,3343,inactive
CUST7087,Emily,Johnson,user7306@example.com,+1-555-282-6507,2026-01-26T15:48:36.276357,7308,inactive
CUST5126,David,Miller,user5083@example.com,+1-555-700-4587,2024-03-01T15:48:36.276360,2330,active
CUST8453,Michael,Garcia,user4144@example.com,+1-555-577-5092,2025-06-28T15:48:36.276363,6578,suspended
CUST5220,Robert,Johnson,user7174@example.com,+1-555-824-9498,2025-12-27T15:48:36.276367,8927,suspended
CUST7046,John,Jones,user8573@example.com,+1-555-873-6899,2025-04-14T15:48:36.276370,4608,suspended
CUST8066,Michael,Williams,user1295@example.com,+1-555-171-9471,2025-07-14T15:48:36.276373,5076,inactive
CUST4925,John,Williams,user1353@example.com,+1-555-488-8008,2024-07-16T15:48:36.276376,2112,active
CUST7901,Jane,Brown,user9024@example.com,+1-555-934-6832,2025-08-15T15:48:36.276379,8287,active
CUST3322,Sarah,Davis,user4234@example.com,+1-555-394-5698,2024-04-23T15:48:36.276382,8943,active
CUST9050,Emily,Davis,user235@example.com,+1-555-924-2334,2025-10-15T15:48:36.276385,2384,inactive
CUST4697,David,Miller,user4511@example.com,+1-555-326-4567,2025-07-16T15:48:36.276388,7113,suspended
CUST9600,Robert,Jones,user8331@example.com,+1-555-265-3657,2025-07-25T15:48:36.276391,7653,inactive
CUST4909,Sarah,Garcia,user4303@example.com,+1-555-579-5349,2025-04-23T15:48:36.276394,5037,active
CUST9740,Emily,Williams,user1226@example.com,+1-555-397-5622,2025-07-22T15:48:36.276397,9196,inactive
CUST3873,David,Brown,user7360@example.com,+1-555-723-9407,2024-08-04T15:48:36.276400,8991,suspended
CUST2015,David,Johnson,user521@example.com,+1-555-886-9237,2024-05-02T15:48:36.276403,7416,inactive
CUST4277,Sarah,Davis,user7735@example.com,+1-555-507-3864,2024-11-02T15:48:36.276405,792,suspended
CUST3837,Sarah,Brown,user5102@example.com,+1-555-669-8473,2025-10-27T15:48:36.276409,4623,active
CUST1099,Robert,Johnson,user9172@example.com,+1-555-731-8784,2024-11-13T15:48:36.276412,2048,suspended
CUST3843,Jane,Davis,user1728@example.com,+1-555-383-7519,2025-05-08T15:48:36.276415,5608,active
CUST5361,David,Garcia,user5691@example.com,+1-555-142-3167,2024-05-08T15:48:36.276418,5700,active
CUST6606,David,Davis,user9732@example.com,+1-555-621-1335,2024-08-09T15:48:36.276421,668,active
CUST1549,Lisa,Brown,user1562@example.com,+1-555-293-4050,2025-03-06T15:48:36.276424,5827,active
CUST7429,Sarah,Johnson,user6431@example.com,+1-555-622-7809,2024-07-28T15:48:36.276427,9364,active
CUST7729,David,Garcia,user6120@example.com,+1-555-721-2976,2025-12-25T15:48:36.276430,9354,inactive
CUST2814,Jane,Johnson,user3106@example.com,+1-555-970-2544,2025-11-22T15:48:36.276434,6081,active
CUST5635,Sarah,Smith,user8941@example.com,+1-555-978-4326,2025-09-15T15:48:36.276436,2149,suspended
CUST8708,Emily,Miller,user6228@example.com,+1-555-966-4717,2024-02-11T15:48:36.276439,6746,inactive
CUST4374,Sarah,Miller,user2358@example.com,+1-555-331-5732,2025-01-15T15:48:36.276442,3898,suspended
CUST4024,Michael,Johnson,user3206@example.com,+1-555-393-1005,2025-08-29T15:48:36.276445,3075,active
CUST5677,Sarah,Brown,user1297@example.com,+1-555-850-6589,2024-02-29T15:48:36.276448,3783,active
CUST5386,Lisa,Williams,user1747@example.com,+1-555-804-8404,2025-05-13T15:48:36.276451,2412,active
CUST1044,David,Johnson,user6241@example.com,+1-555-416-4386,2024-04-30T15:48:36.276454,5914,suspended
CUST6511,Sarah,Brown,user1331@example.com,+1-555-545-2117,2025-05-18T15:48:36.276457,1371,suspended
CUST3945,David,Smith,user9118@example.com,+1-555-146-5131,2025-03-13T15:48:36.276460,4430,active
CUST1213,David,Johnson,user729@example.com,+1-555-816-4718,2024-05-14T15:48:36.276464,4665,active
CUST1337,David,Johnson,user4339@example.com,+1-555-574-2094,2024-06-06T15:48:36.276467,5178,inactive
CUST8369,Lisa,Brown,user76@example.com,+1-555-241-1333,2024-05-21T15:48:36.276470,9844,suspended
CUST3525,Michael,Davis,user541@example.com,+1-555-996-5327,2024-04-27T15:48:36.276473,4742,suspended
CUST4679,John,Johnson,user1145@example.com,+1-555-592-8474,2024-03-08T15:48:36.276475,5103,suspended
CUST4124,John,Miller,user8865@example.com,+1-555-512-6162,2024-08-04T15:48:36.276478,1340,inactive
CUST7440,John,Smith,user2742@example.com,+1-555-985-8075,2025-09-20T15:48:36.276481,8231,inactive
CUST4038,Emily,Garcia,user5419@example.com,+1-555-769-5227,2025-04-24T15:48:36.276484,3285,active
CUST3469,Jane,Davis,user65@example.com,+1-555-590-2734,2024-08-27T15:48:36.276487,3839,suspended
CUST6815,Michael,Johnson,user223@example.com,+1-555-554-8368,2025-01-19T15:48:36.276490,8126,active
CUST8559,Robert,Jones,user9631@example.com,+1-555-684-6738,2024-09-16T15:48:36.276493,8559,active
CUST6514,Michael,Brown,user8042@example.com,+1-555-578-6076,2025-07-28T15:48:36.276497,5869,suspended
CUST9533,Sarah,Garcia,user3682@example.com,+1-555-194-2585,2025-02-28T15:48:36.276500,6209,active
CUST5306,Robert,Jones,user6038@example.com,+1-555-655-4332,2024-07-08T15:48:36.276503,2373,suspended
CUST5288,Sarah,Brown,user7537@example.com,+1-555-743-1916,2024-09-18T15:48:36.276506,859,inactive
CUST4506,David,Williams,user2677@example.com,+1-555-770-3424,2024-06-04T15:48:36.276509,1756,inactive
CUST8554,David,Brown,user3541@example.com,+1-555-556-7314,2025-11-16T15:48:36.276512,9988,suspended
CUST6557,Sarah,Johnson,user5378@example.com,+1-555-574-3363,2024-10-17T15:48:36.276515,1010,active
CUST3375,David,Smith,user8295@example.com,+1-555-988-8705,2024-03-31T15:48:36.276518,9051,suspended
CUST6614,Sarah,Johnson,user3157@example.com,+1-555-293-1176,2024-03-16T15:48:36.276521,5055,suspended
CUST9079,Emily,Jones,user12@example.com,+1-555-495-6038,2025-03-28T15:48:36.276524,9576,active
CUST9801,Emily,Garcia,user1459@example.com,+1-555-164-7457,2025-02-28T15:48:36.276527,9900,inactive
CUST7854,Jane,Brown,user525@example.com,+1-555-454-1080,2024-03-09T15:48:36.276530,1368,inactive
CUST7999,Michael,Garcia,user6084@example.com,+1-555-379-3996,2025-02-02T15:48:36.276533,1143,inactive
CUST2222,Robert,Garcia,user5180@example.com,+1-555-512-9794,2025-09-01T15:48:36.276536,4577,inactive
CUST7879,Lisa,Jones,user7860@example.com,+1-555-855-8869,2025-05-17T15:48:36.276539,6894,suspended
CUST8099,Michael,Miller,user2702@example.com,+1-555-191-2992,2025-04-08T15:48:36.276542,8501,inactive
CUST9101,John,Miller,user1383@example.com,+1-555-998-5823,2024-07-08T15:48:36.276545,549,active
CUST5758,Jane,Jones,user1609@example.com,+1-555-304-6783,2024-06-30T15:48:36.276548,3747,suspended
CUST1410,Lisa,Jones,user6365@example.com,+1-555-850-3762,2025-01-02T15:48:36.276551,5814,suspended
CUST8194,Robert,Brown,user2065@example.com,+1-555-669-1012,2024-06-30T15:48:36.276554,1366,inactive
CUST7285,John,Williams,user1113@example.com,+1-555-502-7305,2024-03-21T15:48:36.276557,3070,suspended
CUST1151,David,Williams,user1344@example.com,+1-555-741-3523,2024-10-27T15:48:36.276560,4533,inactive
CUST4262,Jane,Smith,user9981@example.com,+1-555-991-3245,2024-06-18T15:48:36.276563,8913,active
CUST1060,John,Smith,user3239@example.com,+1-555-929-6786,2024-04-24T15:48:36.276566,4732,suspended
CUST8515,Emily,Garcia,user2105@example.com,+1-555-869-4363,2025-10-28T15:48:36.276569,3229,active
CUST1701,Robert,Williams,user4576@example.com,+1-555-121-6538,2024-10-01T15:48:36.276572,9167,active
CUST1974,Robert,Miller,user773@example.com,+1-555-230-3301,2024-05-29T15:48:36.276575,3002,inactive
CUST2335,Emily,Garcia,user4644@example.com,+1-555-941-8853,2025-08-10T15:48:36.276579,8340,inactive
CUST5709,Lisa,Miller,user1056@example.com,+1-555-630-9880,2025-11-24T15:48:36.276582,2819,inactive
CUST2283,Lisa,Williams,user9776@example.com,+1-555-259-7010,2025-05-30T15:48:36.276585,7043,active
CUST3244,Lisa,Williams,user9764@example.com,+1-555-558-7309,2024-05-30T15:48:36.276588,8091,active
CUST6921,Michael,Johnson,user5521@example.com,+1-555-717-5894,2025-10-06T15:48:36.276591,9106,inactive
CUST9082,Lisa,Jones,user7231@example.com,+1-555-712-4707,2025-08-24T15:48:36.276594,9463,inactive
CUST7484,Jane,Smith,user2006@example.com,+1-555-668-4615,2025-02-17T15:48:36.276597,6599,inactive
CUST9751,Lisa,Smith,user5886@example.com,+1-555-851-5043,2024-04-07T15:48:36.276600,5065,active
CUST2764,Emily,Miller,user2488@example.com,+1-555-376-6228,2024-07-27T15:48:36.276603,7744,inactive
CUST9675,Jane,Williams,user2457@example.com,+1-555-592-5621,2024-12-20T15:48:36.276606,8472,suspended
CUST5289,David,Garcia,user1420@example.com,+1-555-148-5434,2025-12-20T15:48:36.276609,9043,inactive
CUST9607,David,Garcia,user2389@example.com,+1-555-912-4611,2024-07-12T15:48:36.276612,5067,suspended
CUST8402,Lisa,Brown,user6644@example.com,+1-555-633-7177,2025-09-27T15:48:36.276615,8119,suspended
CUST4013,Lisa,Williams,user7633@example.com,+1-555-456-7447,2024-10-16T15:48:36.276618,2595,active
